,ChildID,ChildEthnicity,ChildLanguage,ChildRace,ChildFlags,ChildDateofBirth,Age (as of current day),Center,Best Interest,In Attendance,Other,Sick,Unexcused Absence,FD,PD,Total Attendance,Total Absence,Total Days,Attendance Rate
73,45442,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],02/19/2014,8,FH,9,34.0,0,1,0,44.0,0.0,34.0,10,44.0,0.7727272727272727
74,45631,Hispanic or Latino,00 -- English,['Caucasian'],[nan],12/28/2013,8,Goss,11,165.0,1,69,0,0.0,246.0,165.0,81,246.0,0.6707317073170732
75,45671,Hispanic or Latino,00 -- English,['Caucasian'],[nan],03/09/2011,11,Linda Vista,11,213.0,1,21,0,246.0,0.0,213.0,33,246.0,0.8658536585365854
76,45678,Hispanic or Latino,00 -- English,['Caucasian'],[nan],05/22/2014,8,Holbrook,4,213.0,1,13,0,0.0,231.0,213.0,18,231.0,0.922077922077922
77,45717,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],10/17/2012,10,FH,0,44.0,0,0,0,44.0,0.0,44.0,0,44.0,1.0
78,45719,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['Admissions Agreement #14 (check box if Yes)', 'Shelter-In-Place']",01/09/2009,13,Linda Vista,1,210.0,1,10,0,222.0,0.0,210.0,12,222.0,0.945945945945946
79,45926,Hispanic or Latino,00 -- English,['Caucasian'],[nan],05/14/2013,9,Decoto,4,12.0,2,3,0,0.0,21.0,12.0,9,21.0,0.5714285714285714
80,45997,Hispanic or Latino,00 -- English,['Caucasian'],['Inactive:  Head Start Santa Clara County'],09/29/2012,10,Eden Palms,10,2.0,0,7,0,19.0,0.0,2.0,17,19.0,0.1052631578947368
81,46051,Not Hispanic or Latino,00 -- English,['Black or African American'],[nan],04/04/2014,8,Royal Sunset,0,202.0,1,28,0,0.0,231.0,202.0,29,231.0,0.8744588744588745
82,46206,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],02/20/2014,8,Eden Palms,1,34.0,22,3,0,60.0,0.0,34.0,26,60.0,0.5666666666666667
83,46235,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['Preschool', 'Limited English', 'Inactive:  Head Start Alameda County']",02/07/2013,9,Decoto,2,24.0,10,1,0,37.0,0.0,24.0,13,37.0,0.6486486486486487
84,46241,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],09/30/2013,9,Meyer,6,184.0,1,55,0,0.0,246.0,184.0,62,246.0,0.7479674796747967
85,46247,Not Hispanic or Latino,00 -- English,['Black or African American'],[nan],12/27/2012,9,Paul Miller,10,30.0,0,2,2,44.0,0.0,30.0,14,44.0,0.6818181818181818
86,46262,Hispanic or Latino,00 -- English,['Caucasian'],['Shelter-In-Place'],04/27/2009,13,Linda Vista,10,235.0,0,0,1,246.0,0.0,235.0,11,246.0,0.9552845528455284
87,46321,Not Hispanic or Latino,00 -- English,['Black or African American'],"['Preschool', 'Inactive:  Head Start Alameda County', 'Infant/Toddler']",10/19/2012,10,Decoto,10,23.0,2,7,2,44.0,0.0,23.0,21,44.0,0.5227272727272727
88,46401,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],08/05/2014,8,Delaine Eastin,0,210.0,2,34,0,246.0,0.0,210.0,36,246.0,0.8536585365853658
89,46487,Not Hispanic or Latino,00 -- English,['Black or African American'],[nan],06/06/2013,9,Delaine Eastin,7,19.0,0,3,0,29.0,0.0,19.0,10,29.0,0.6551724137931034
90,46574,Hispanic or Latino,00 -- English,['Caucasian'],[nan],08/15/2014,8,Eden Palms,7,30.0,0,2,0,39.0,0.0,30.0,9,39.0,0.7692307692307693
91,46598,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],09/25/2014,8,FH,0,241.0,2,5,0,248.0,0.0,241.0,7,248.0,0.9717741935483872
92,46618,Hispanic or Latino,00 -- English,['Caucasian'],[nan],10/23/2012,10,FH,0,36.0,0,0,0,36.0,0.0,36.0,0,36.0,1.0
93,46640,Hispanic or Latino,00 -- English,['Caucasian'],['Inactive:  Head Start Santa Clara County'],07/15/2014,8,Chynoweth,14,179.0,1,45,7,246.0,0.0,179.0,67,246.0,0.7276422764227642
94,46647,Hispanic or Latino,00 -- English,['Caucasian'],[nan],10/18/2009,13,Linda Vista,3,73.0,9,19,0,104.0,0.0,73.0,31,104.0,0.7019230769230769
95,46663,Hispanic or Latino,00 -- English,['Caucasian'],[nan],06/01/2014,8,FH,9,209.0,0,10,0,228.0,0.0,209.0,19,228.0,0.9166666666666666
96,46666,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],07/17/2014,8,Valley Medical Center,5,195.0,1,5,0,206.0,0.0,195.0,11,206.0,0.9466019417475728
97,46710,Hispanic or Latino,00 -- English,['Caucasian'],[nan],02/10/2008,14,Linda Vista,10,87.0,1,34,33,165.0,0.0,87.0,78,165.0,0.5272727272727272
98,46715,Hispanic or Latino,00 -- English,['Caucasian'],[nan],06/29/2014,8,Emerald Vista,0,195.0,39,12,0,246.0,0.0,195.0,51,246.0,0.7926829268292683
99,46730,Hispanic or Latino,01 -- Spanish,['Caucasian'],['IEP'],01/20/2014,8,FH,0,226.0,0,2,0,228.0,0.0,226.0,2,228.0,0.9912280701754386
100,46767,Hispanic or Latino,00 -- English,['Caucasian'],[nan],03/04/2013,9,Chynoweth,8,10.0,0,3,0,21.0,0.0,10.0,11,21.0,0.4761904761904761
101,46797,Hispanic or Latino,00 -- English,['Caucasian'],[nan],12/17/2012,9,FH,0,31.0,0,1,0,32.0,0.0,31.0,1,32.0,0.96875
102,46837,Hispanic or Latino,00 -- English,['Caucasian'],['IEP'],04/13/2013,9,FH,0,34.0,0,0,0,34.0,0.0,34.0,0,34.0,1.0
103,46847,Hispanic or Latino,00 -- English,['Caucasian'],[nan],08/20/2013,9,FH,3,23.0,0,5,0,31.0,0.0,23.0,8,31.0,0.7419354838709677
104,46912,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],09/19/2013,9,Unidos,1,210.0,1,34,0,246.0,0.0,210.0,36,246.0,0.8536585365853658
105,46923,Not Hispanic or Latino,00 -- English,['Black or African American'],[nan],07/06/2013,9,Graham,3,26.0,0,8,0,37.0,0.0,26.0,11,37.0,0.7027027027027027
106,46951,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Preschool'],04/08/2014,8,Cesar Chavez,16,164.0,4,62,0,0.0,246.0,164.0,82,246.0,0.6666666666666666
107,47015,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['IEP', 'Limited English']",02/02/2013,9,Hesperian,4,13.0,0,2,0,0.0,19.0,13.0,6,19.0,0.6842105263157895
108,47026,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['Kidango Staff School Age', 'IEP']",10/12/2014,8,Unidos,10,205.0,1,30,0,246.0,0.0,205.0,41,246.0,0.8333333333333334
109,47033,Hispanic or Latino,00 -- English,['Caucasian'],['Inactive:  Head Start Santa Clara County'],06/06/2013,9,Chynoweth,8,20.0,0,1,0,29.0,0.0,20.0,9,29.0,0.6896551724137931
110,47110,Hispanic or Latino,00 -- English,['Caucasian'],"['Admissions Agreement #16 (check box if Yes)', 'Admissions Agreement #15 (check box if Yes)', 'Admissions Agreement #14 (check box if Yes)', 'Shelter-In-Place']",12/12/2014,7,Decoto,8,191.0,31,16,0,246.0,0.0,191.0,55,246.0,0.7764227642276422
111,47116,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Inactive:  Head Start Alameda County'],06/23/2014,8,Sharon Jones,0,228.0,2,15,1,246.0,0.0,228.0,18,246.0,0.926829268292683
112,47139,Not Hispanic or Latino,00 -- English,"['Caucasian', 'Black or African American']",[nan],05/02/2013,9,Valley Medical Center,1,26.0,3,4,0,34.0,0.0,26.0,8,34.0,0.7647058823529411
113,47161,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],01/13/2015,7,FH,0,240.0,2,6,0,248.0,0.0,240.0,8,248.0,0.967741935483871
114,47174,Hispanic or Latino,00 -- English,['Caucasian'],['School Age'],11/14/2011,10,Linda Vista,9,175.0,2,15,0,201.0,0.0,175.0,26,201.0,0.8706467661691543
115,47175,Hispanic or Latino,00 -- English,['Caucasian'],['School Age'],06/11/2013,9,Linda Vista,10,175.0,2,14,0,201.0,0.0,175.0,26,201.0,0.8706467661691543
116,47190,Hispanic or Latino,00 -- English,['Caucasian'],[nan],01/20/2014,8,Schilling,6,31.0,0,0,0,37.0,0.0,31.0,6,37.0,0.8378378378378378
117,47192,Not Hispanic or Latino,00 -- English,['Caucasian'],[nan],12/06/2012,9,Schilling,6,11.0,0,4,0,0.0,21.0,11.0,10,21.0,0.5238095238095238
118,47298,Hispanic or Latino,00 -- English,['Caucasian'],[nan],10/26/2012,10,Sharon Jones,0,25.0,9,0,10,44.0,0.0,25.0,19,44.0,0.5681818181818182
119,47313,Not Hispanic or Latino,00 -- English,['Caucasian'],[nan],11/01/2014,7,Washington Hospital,0,61.0,0,0,0,61.0,0.0,61.0,0,61.0,1.0
120,47367,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],02/18/2013,9,FH,0,23.0,1,0,0,24.0,0.0,23.0,1,24.0,0.9583333333333334
121,47434,Hispanic or Latino,00 -- English,['Caucasian'],[nan],07/03/2013,9,Graham,8,28.0,0,5,0,41.0,0.0,28.0,13,41.0,0.6829268292682927
122,47435,Hispanic or Latino,00 -- English,['Caucasian'],['Shelter-In-Place'],02/09/2015,7,Graham,5,194.0,1,46,0,246.0,0.0,194.0,52,246.0,0.7886178861788617
123,47440,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],03/07/2014,8,Cesar Chavez,10,4.0,29,0,1,0.0,44.0,4.0,40,44.0,0.0909090909090909
124,47499,Hispanic or Latino,00 -- English,['Caucasian'],['Inactive:  Head Start Alameda County'],11/10/2012,9,Esther Hobbs,0,35.0,0,4,0,39.0,0.0,35.0,4,39.0,0.8974358974358975
125,47500,Hispanic or Latino,00 -- English,['Caucasian'],['Inactive:  Head Start Alameda County'],10/11/2013,9,Esther Hobbs,10,47.0,0,8,6,71.0,0.0,47.0,24,71.0,0.6619718309859155
126,47555,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Shelter-In-Place'],09/26/2012,10,Linda Vista,7,227.0,1,11,0,246.0,0.0,227.0,19,246.0,0.9227642276422764
127,47556,Hispanic or Latino,00 -- English,['Caucasian'],['Shelter-In-Place'],10/21/2009,13,Linda Vista,8,222.0,1,15,0,246.0,0.0,222.0,24,246.0,0.902439024390244
128,47567,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],02/26/2015,7,FH,10,59.0,0,17,0,86.0,0.0,59.0,27,86.0,0.686046511627907
129,47568,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],01/02/2015,7,FH,0,234.0,13,1,0,248.0,0.0,234.0,14,248.0,0.9435483870967742
130,47579,Hispanic or Latino,00 -- English,['Caucasian'],['Inactive:  Head Start CAPE'],11/06/2013,8,Eden Youth,4,216.0,1,25,0,246.0,0.0,216.0,30,246.0,0.8780487804878049
131,47586,Not Hispanic or Latino,99 --  Other Non English,['Black or African American'],[nan],04/25/2013,9,FH,1,31.0,0,0,0,32.0,0.0,31.0,1,32.0,0.96875
132,47597,Hispanic or Latino,00 -- English,['Caucasian'],[nan],08/08/2014,8,Paul Miller,11,199.0,1,11,0,222.0,0.0,199.0,23,222.0,0.8963963963963963
133,47620,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],12/30/2014,7,Carlson,6,236.0,1,3,0,246.0,0.0,236.0,10,246.0,0.959349593495935
134,47710,Hispanic or Latino,00 -- English,['Caucasian'],[nan],06/15/2013,9,Dayton,3,14.0,2,2,0,0.0,21.0,14.0,7,21.0,0.6666666666666666
135,47724,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],06/21/2013,9,Hesperian,3,11.0,0,5,0,0.0,19.0,11.0,8,19.0,0.5789473684210527
136,47741,Hispanic or Latino,00 -- English,['Caucasian'],['Shelter-In-Place'],10/03/2014,8,Royal Sunset,1,114.0,11,96,0,0.0,222.0,114.0,108,222.0,0.5135135135135135
137,47799,Not Hispanic or Latino,03 -- Cantonese,['Asian'],[nan],11/24/2013,8,Dayton,6,13.0,2,0,0,0.0,21.0,13.0,8,21.0,0.6190476190476191
138,47803,Not Hispanic or Latino,00 -- English,['Asian'],[nan],11/04/2014,7,Washington Hospital,0,251.0,0,0,0,251.0,0.0,251.0,0,251.0,1.0
139,47824,Not Hispanic or Latino,00 -- English,['Asian'],[nan],03/17/2014,8,Bay,2,214.0,1,16,0,0.0,233.0,214.0,19,233.0,0.9184549356223176
140,47826,Not Hispanic or Latino,00 -- English,['Asian'],[nan],12/10/2012,9,Bay,0,18.0,0,1,0,0.0,19.0,18.0,1,19.0,0.9473684210526316
141,47834,Not Hispanic or Latino,00 -- English,['Asian'],[nan],12/06/2013,8,Paul Miller,0,245.0,0,1,0,246.0,0.0,245.0,1,246.0,0.9959349593495936
142,47849,Not Hispanic or Latino,00 -- English,['Asian'],[nan],07/25/2013,9,Kitayama,7,11.0,2,1,0,0.0,21.0,11.0,10,21.0,0.5238095238095238
143,47884,Not Hispanic or Latino,00 -- English,"['Caucasian', 'Black or African American']",[nan],08/28/2014,8,Hillview,14,171.0,7,48,6,0.0,246.0,171.0,75,246.0,0.6951219512195121
144,47888,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['Preschool', 'Limited English']",07/23/2014,8,Searles,10,4.0,0,3,0,0.0,17.0,4.0,13,17.0,0.2352941176470588
145,47996,Not Hispanic or Latino,07 -- Mandarin (Phutonghua),['Asian'],[nan],10/13/2012,10,Graham,7,12.0,0,2,0,0.0,21.0,12.0,9,21.0,0.5714285714285714
146,48008,Not Hispanic or Latino,00 -- English,['Asian'],[nan],03/01/2013,9,Washington Hospital,0,34.0,0,0,0,34.0,0.0,34.0,0,34.0,1.0
